"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IHW_pvalue"
"CANX_crovir-transcript-13858",7780.93837674844,3.78668301645171,0.0802878375670575,47.1638436306,0,0,0
"uknown_crovir-transcript-14370",1386.74890222107,6.62786174409864,0.151571345218553,43.7276698609611,0,0,0
"LOC103056124_crovir-transcript-7458",5507.44495294544,6.2488669869511,0.123789168393184,50.4799173309187,0,0,0
"LOC103050487_crovir-transcript-8573",23395.0824247924,11.867726715459,0.268977313884207,44.1216641808237,0,0,0
"ENPP3_crovir-transcript-9233",27229.8807334887,9.71224820683627,0.251476622415761,38.620879004726,0,0,0
"Venom_crovir-transcript-PLA2_B1",165291.682525026,8.8999429530952,0.183975567647465,48.3756787213686,0,0,0
"Venom_crovir-transcript-SVSP_1",27719.7170442999,13.2394304533851,0.322850053126248,41.0079859835362,0,0,0
"Venom_crovir-transcript-SVSP_4",42008.4231273324,13.500969261099,0.327436568361044,41.2323196785164,0,0,0
"Venom_crovir-transcript-SVSP_8",36767.9469286598,13.2467337888757,0.313588504262038,42.242408789981,0,0,0
"Venom_crovir-transcript-SVSP_9",95456.7878645761,11.5194409954722,0.1456572568713,79.0859394369249,0,0,0
"MTHFD2_crovir-transcript-13008",696.781280423688,3.24488346071323,0.0867629630519839,37.3994080719565,3.99489178658441e-306,4.78769622023111e-303,6.5667638609703e-303
"LOC103061774_crovir-transcript-5721",5386.13446853497,11.2102127153964,0.312782435461774,35.840288470311,2.60551756397831e-281,2.86237817049384e-278,4.25123196860962e-278
"UAP1_crovir-transcript-5635",1805.83613909322,3.63748303819954,0.106262860161879,34.2309912669229,8.36631039481552e-257,8.484082302681e-254,1.42493858932156e-253
"LOC103053826_crovir-transcript-3893",153082.70552466,12.8862600747805,0.37760401540494,34.1263851788264,2.99635637565748e-255,2.82149757859233e-252,4.23013360016509e-252
"HSP90B1_crovir-transcript-12191",37085.2288042071,3.8864940169062,0.114620750492491,33.9074207785858,5.17872228364669e-252,4.55140639102096e-249,7.6442853462196e-249
"Venom_crovir-transcript-SVMP_9",31030.5680783341,13.2845016013187,0.399892668493984,33.2201679299318,5.50667640368934e-242,4.53715718936479e-239,7.97803170357083e-239
"MAN1A2_crovir-transcript-15089",8145.66109065001,4.9129645536405,0.157676367328867,31.1585346419954,3.88676566093368e-213,3.01407245341698e-210,5.0622660137653e-210
"CPVL_crovir-transcript-2066",5721.87534382419,4.30741389209415,0.138430513103651,31.1160725733128,1.46010375626159e-212,1.06936376771092e-209,1.70505915562067e-209
"Venom_crovir-transcript-SVMP_5",24685.3878927587,14.1999341265829,0.466637554446729,30.4303286164335,2.18150695626921e-203,1.51362137918405e-200,2.26929865281299e-200
"LOC103050487_crovir-transcript-8572",10539.8570157759,12.3638631901377,0.408060644641105,30.2990826302594,1.17869094311271e-201,7.76934135152743e-199,1.30489473232771e-198
