"X1","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IHW_pvalue","t_ID","Human","type"
"uknown_crovir-transcript-14370",1386.74890222107,6.62786174409864,0.151571345218553,43.7276698609611,0,0,0,"crovir-transcript-14370","NP_001153242.1","Nonvenom"
"LOC103056124_crovir-transcript-7458",5507.44495294544,6.2488669869511,0.123789168393184,50.4799173309187,0,0,0,"crovir-transcript-7458","XP_024304530.1","Nonvenom"
"ENPP3_crovir-transcript-9233",27229.8807334887,9.71224820683627,0.251476622415761,38.620879004726,0,0,0,"crovir-transcript-9233","NP_005012.2","Nonvenom"
"LOC103061774_crovir-transcript-5721",5386.13446853497,11.2102127153964,0.312782435461774,35.840288470311,2.60551756397831e-281,2.86237817049384e-278,4.25123196860962e-278,"crovir-transcript-5721","NP_001307147.1","Nonvenom"
"LOC103053826_crovir-transcript-3893",153082.70552466,12.8862600747805,0.37760401540494,34.1263851788264,2.99635637565748e-255,2.82149757859233e-252,4.23013360016509e-252,"crovir-transcript-3893","NP_001244946.1","Nonvenom"
"CPVL_crovir-transcript-2066",5721.87534382419,4.30741389209415,0.138430513103651,31.1160725733128,1.46010375626159e-212,1.06936376771092e-209,1.70505915562067e-209,"crovir-transcript-2066","NP_001334981.1","Nonvenom"
"KCNK1_crovir-transcript-9371",1380.89008673195,3.59487489109509,0.119023180621228,30.2031492716968,2.15345785767935e-200,1.35185880656128e-197,2.1554865657809e-197,"crovir-transcript-9371","NP_002236.1","Nonvenom"
"OGFOD3_crovir-transcript-14150",2232.16434071202,4.04192886280445,0.138073997686988,29.2736426156606,2.24628792850094e-188,1.13895437543954e-185,1.70757870187702e-185,"crovir-transcript-14150","NP_787098.3","Nonvenom"
"SCD_crovir-transcript-10217",13719.9629755102,5.37264623895609,0.190051034577156,28.2694921967127,8.19939079762909e-176,3.7273299615567e-173,5.94308341919575e-173,"crovir-transcript-10217","NP_005054.3","Nonvenom"
"ATP13A1_crovir-transcript-14556",1851.17668493477,3.03508742223559,0.108024375599446,28.0963199777214,1.08646596097772e-173,4.77429358785643e-171,7.15786533941319e-171,"crovir-transcript-14556","NP_065143.2","Nonvenom"
"LOC103066777_crovir-transcript-8020",403.792807266656,4.79474777207699,0.171765331654821,27.9145257420892,1.77794715551494e-171,7.56086366166241e-169,9.53594155846745e-169,"crovir-transcript-8020","NP_001073852.1","Nonvenom"
"LOC103058925_crovir-transcript-14115",1242.42679360775,2.27417427580464,0.0833659021407745,27.2794298076976,7.44130585379789e-164,2.97268894153387e-161,5.22710711367969e-161,"crovir-transcript-14115","NP_057162.4","Nonvenom"
"ATP6V1C2_crovir-transcript-8709",5305.20386523296,6.53726443705837,0.240751738890956,27.153550238818,2.29903373861077e-162,8.91416522826642e-160,1.32394051151306e-159,"crovir-transcript-8709","XP_011508641.1","Nonvenom"
